simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y
297,sim_297_conc_real_2025-11-24.npy,2.95,-135.09,VERY_UNSTABLE,1,0.0,False,32.0,250.0,4.48,0.007851947486842235,PLUME,0.06412825651302605,0.501002004008016
298,sim_298_conc_real_2025-11-24.npy,4.98,-134.97,SLIGHTLY_UNSTABLE,3,0.2,True,460.0,469.0,8.23,0.012341327790330172,PLUME,0.9218436873747495,0.9398797595190381
299,sim_299_conc_real_2025-11-24.npy,6.16,-134.78,NEUTRAL,4,0.0,False,391.0,316.0,1.5,0.012046088632824956,PLUME,0.7835671342685371,0.6332665330661322
300,sim_300_conc_real_2025-11-24.npy,5.5,-135.14,NEUTRAL,4,0.0,False,375.0,193.0,8.96,0.006094204921531485,PLUME,0.751503006012024,0.3867735470941884
301,sim_301_conc_real_2025-11-24.npy,6.47,-135.01,NEUTRAL,4,0.0,False,100.0,24.0,1.35,0.0021693146032901755,PLUME,0.20040080160320642,0.04809619238476954
302,sim_302_conc_real_2025-11-24.npy,6.13,-135.56,NEUTRAL,4,0.11,True,286.0,394.0,7.46,0.007684749884674146,PLUME,0.5731462925851704,0.7895791583166333
303,sim_303_conc_real_2025-11-24.npy,4.06,-134.87,SLIGHTLY_UNSTABLE,3,0.0,False,300.0,105.0,1.14,0.008271615600379662,PLUME,0.6012024048096193,0.21042084168336672
304,sim_304_conc_real_2025-11-24.npy,4.79,-135.28,SLIGHTLY_UNSTABLE,3,0.1,True,9.0,23.0,9.03,0.0023752740219427537,PLUME,0.018036072144288578,0.04609218436873747
305,sim_305_conc_real_2025-11-24.npy,5.82,-135.14,NEUTRAL,4,0.56,True,36.0,248.0,1.13,0.0018919093331680147,PLUME,0.07214428857715431,0.4969939879759519
306,sim_306_conc_real_2025-11-24.npy,1.92,-134.66,MODERATELY_STABLE,5,0.0,False,219.0,330.0,6.38,0.004676780286471638,PLUME,0.43887775551102204,0.6613226452905812
307,sim_307_conc_real_2025-11-24.npy,4.52,-134.99,MODERATELY_UNSTABLE,2,0.92,True,26.0,470.0,8.49,0.0063517263001239815,PLUME,0.052104208416833664,0.9418837675350702
308,sim_308_conc_real_2025-11-24.npy,1.7,-134.83,VERY_STABLE,6,0.0,False,14.0,218.0,5.47,0.009261299702677167,PLUME,0.028056112224448898,0.43687374749499
309,sim_309_conc_real_2025-11-24.npy,5.72,-134.84,NEUTRAL,4,0.79,True,491.0,490.0,4.83,0.004426399404772642,PLUME,0.9839679358717435,0.9819639278557114
310,sim_310_conc_real_2025-11-24.npy,1.37,-135.15,VERY_STABLE,6,0.05,True,348.0,99.0,7.17,0.001709306831265963,PLUME,0.6973947895791583,0.19839679358717435
311,sim_311_conc_real_2025-11-24.npy,7.64,-135.11,NEUTRAL,4,0.07,True,201.0,59.0,7.91,0.007129658028912303,PLUME,0.4028056112224449,0.11823647294589178
312,sim_312_conc_real_2025-11-24.npy,4.68,-134.71,NEUTRAL,4,0.12,True,491.0,182.0,4.63,0.0052694792973234,PLUME,0.9839679358717435,0.36472945891783565
313,sim_313_conc_real_2025-11-24.npy,1.21,-135.2,MODERATELY_STABLE,5,0.0,False,496.0,30.0,6.82,0.001607954684100684,PLUME,0.9939879759519038,0.06012024048096192
314,sim_314_conc_real_2025-11-24.npy,3.44,-135.1,SLIGHTLY_UNSTABLE,3,0.17,True,494.0,251.0,3.22,0.01289520156226865,PLUME,0.9899799599198397,0.503006012024048
315,sim_315_conc_real_2025-11-24.npy,6.55,-135.15,NEUTRAL,4,0.0,False,7.0,298.0,5.63,0.0033338337394619257,PLUME,0.014028056112224449,0.5971943887775552
316,sim_316_conc_real_2025-11-24.npy,3.72,-134.81,MODERATELY_UNSTABLE,2,0.0,False,394.0,93.0,7.2,0.0023287529694893732,PLUME,0.7895791583166333,0.18637274549098196
317,sim_317_conc_real_2025-11-24.npy,3.37,-134.89,VERY_UNSTABLE,1,0.95,True,204.0,70.0,5.28,0.011173221374475987,PLUME,0.4088176352705411,0.1402805611222445
318,sim_318_conc_real_2025-11-24.npy,5.76,-134.81,NEUTRAL,4,0.31,True,331.0,432.0,4.94,0.00355262121024651,PLUME,0.6633266533066132,0.8657314629258517
319,sim_319_conc_real_2025-11-24.npy,4.06,-134.93,NEUTRAL,4,0.83,True,235.0,470.0,9.59,0.004946111609298909,PLUME,0.4709418837675351,0.9418837675350702
320,sim_320_conc_real_2025-11-24.npy,2.82,-135.18,MODERATELY_STABLE,5,0.97,True,442.0,279.0,2.64,0.012047654216910599,PLUME,0.8857715430861723,0.5591182364729459
321,sim_321_conc_real_2025-11-24.npy,4.18,-134.86,NEUTRAL,4,0.0,False,1.0,356.0,1.92,0.007373535411329362,PLUME,0.002004008016032064,0.7134268537074149
322,sim_322_conc_real_2025-11-24.npy,5.61,-135.12,NEUTRAL,4,0.05,True,308.0,258.0,6.72,0.012345080898134547,PLUME,0.6172344689378757,0.5170340681362725
323,sim_323_conc_real_2025-11-24.npy,7.49,-134.85,NEUTRAL,4,0.92,True,38.0,351.0,8.26,0.008404450584061586,PLUME,0.07615230460921844,0.7034068136272545
324,sim_324_conc_real_2025-11-24.npy,6.16,-134.77,NEUTRAL,4,0.0,False,45.0,357.0,2.56,0.013359650642469995,PLUME,0.09018036072144289,0.7154308617234469
325,sim_325_conc_real_2025-11-24.npy,7.19,-135.22,NEUTRAL,4,0.43,True,420.0,76.0,8.56,0.004235170334330132,PLUME,0.8416833667334669,0.1523046092184369
326,sim_326_conc_real_2025-11-24.npy,4.15,-135.08,NEUTRAL,4,0.0,False,60.0,8.0,8.48,0.007525086128583087,PLUME,0.12024048096192384,0.01603206412825651
327,sim_327_conc_real_2025-11-24.npy,3.44,-135.16,VERY_UNSTABLE,1,0.0,False,261.0,354.0,4.09,0.01041563613608413,PLUME,0.5230460921843687,0.7094188376753507
328,sim_328_conc_real_2025-11-24.npy,6.53,-135.08,NEUTRAL,4,0.45,True,69.0,195.0,7.26,0.009188756242516218,PLUME,0.13827655310621242,0.3907815631262525
329,sim_329_conc_real_2025-11-24.npy,7.36,-135.09,NEUTRAL,4,0.0,False,116.0,316.0,9.08,0.00533160877125626,PLUME,0.23246492985971945,0.6332665330661322
330,sim_330_conc_real_2025-11-24.npy,7.83,-135.1,NEUTRAL,4,0.52,True,120.0,449.0,3.17,0.005031579777576256,PLUME,0.24048096192384769,0.8997995991983968
331,sim_331_conc_real_2025-11-24.npy,4.0,-134.99,SLIGHTLY_UNSTABLE,3,0.05,True,185.0,74.0,7.05,0.0073493716959219905,PLUME,0.37074148296593185,0.14829659318637275
332,sim_332_conc_real_2025-11-24.npy,5.51,-135.0,NEUTRAL,4,0.0,False,116.0,375.0,6.72,0.006371547499827867,PLUME,0.23246492985971945,0.751503006012024
333,sim_333_conc_real_2025-11-24.npy,2.24,-135.17,VERY_UNSTABLE,1,0.0,True,356.0,133.0,6.58,0.006985897491311375,PLUME,0.7134268537074149,0.2665330661322645
334,sim_334_conc_real_2025-11-24.npy,5.85,-134.69,NEUTRAL,4,0.0,False,370.0,133.0,5.25,0.0066751581131409415,PLUME,0.7414829659318637,0.2665330661322645
335,sim_335_conc_real_2025-11-24.npy,7.91,-134.97,NEUTRAL,4,0.83,True,306.0,111.0,9.31,0.010515827844669897,PLUME,0.6132264529058116,0.22244488977955912
336,sim_336_conc_real_2025-11-24.npy,5.3,-134.81,NEUTRAL,4,0.0,False,476.0,311.0,1.96,0.005300904051362998,PLUME,0.9539078156312625,0.6232464929859719
337,sim_337_conc_real_2025-11-24.npy,7.17,-135.12,NEUTRAL,4,0.65,True,478.0,397.0,6.92,0.01038078561333685,PLUME,0.9579158316633266,0.7955911823647295
338,sim_338_conc_real_2025-11-24.npy,1.63,-134.67,VERY_STABLE,6,0.0,False,112.0,75.0,3.28,0.0025272335369912018,PLUME,0.22444889779559118,0.15030060120240482
339,sim_339_conc_real_2025-11-24.npy,7.42,-135.29,NEUTRAL,4,0.51,True,40.0,463.0,2.81,0.008618119189824905,PLUME,0.08016032064128256,0.9278557114228457
340,sim_340_conc_real_2025-11-24.npy,6.35,-134.72,NEUTRAL,4,0.0,False,426.0,323.0,2.23,0.008236137966046133,PLUME,0.8537074148296593,0.6472945891783567
341,sim_341_conc_real_2025-11-24.npy,3.1,-134.93,MODERATELY_STABLE,5,0.0,False,45.0,311.0,6.65,0.012423888138463509,PLUME,0.09018036072144289,0.6232464929859719
342,sim_342_conc_real_2025-11-24.npy,4.09,-134.95,NEUTRAL,4,0.0,False,453.0,11.0,4.35,0.002601302889187569,PLUME,0.9078156312625251,0.022044088176352707
343,sim_343_conc_real_2025-11-24.npy,4.57,-135.13,VERY_UNSTABLE,1,0.56,True,81.0,112.0,7.11,0.0030978226929138505,PLUME,0.1623246492985972,0.22444889779559118
344,sim_344_conc_real_2025-11-24.npy,5.21,-135.24,NEUTRAL,4,0.82,True,172.0,472.0,2.83,0.002429368025358494,PLUME,0.34468937875751504,0.9458917835671342
345,sim_345_conc_real_2025-11-24.npy,5.93,-134.94,SLIGHTLY_UNSTABLE,3,0.0,False,359.0,472.0,1.82,0.005304152838426441,PLUME,0.7194388777555111,0.9458917835671342
346,sim_346_conc_real_2025-11-24.npy,7.13,-134.68,NEUTRAL,4,0.0,False,262.0,234.0,4.55,0.010365762108410262,PLUME,0.5250501002004008,0.46893787575150303
347,sim_347_conc_real_2025-11-24.npy,6.96,-135.33,NEUTRAL,4,0.78,True,480.0,300.0,9.96,0.012714147079966985,PLUME,0.9619238476953907,0.6012024048096193
348,sim_348_conc_real_2025-11-24.npy,1.39,-135.38,MODERATELY_STABLE,5,0.03,True,81.0,200.0,5.88,0.012976670388118165,PLUME,0.1623246492985972,0.40080160320641284
349,sim_349_conc_real_2025-11-24.npy,4.71,-134.92,NEUTRAL,4,0.0,False,494.0,388.0,5.5,0.001932507055356992,PLUME,0.9899799599198397,0.7775551102204409
350,sim_350_conc_real_2025-11-24.npy,1.64,-135.03,VERY_STABLE,6,0.3,True,386.0,474.0,3.78,0.007119824750406089,PLUME,0.7735470941883767,0.9498997995991983
351,sim_351_conc_real_2025-11-24.npy,6.94,-135.15,NEUTRAL,4,0.01,True,443.0,296.0,1.19,0.003970150407058421,PLUME,0.8877755511022044,0.593186372745491
352,sim_352_conc_real_2025-11-24.npy,6.81,-134.62,NEUTRAL,4,0.23,True,385.0,214.0,9.9,0.008460004988513683,PLUME,0.7715430861723447,0.4288577154308617
353,sim_353_conc_real_2025-11-24.npy,4.41,-135.14,SLIGHTLY_UNSTABLE,3,0.05,True,335.0,396.0,3.35,0.012203876586096325,PLUME,0.6713426853707415,0.7935871743486974
354,sim_354_conc_real_2025-11-24.npy,7.81,-135.05,NEUTRAL,4,0.7,True,435.0,387.0,7.37,0.0023863145423727635,PLUME,0.8717434869739479,0.7755511022044088
355,sim_355_conc_real_2025-11-24.npy,7.31,-134.92,NEUTRAL,4,0.0,False,117.0,52.0,1.85,0.008460253365343074,PLUME,0.23446893787575152,0.10420841683366733
356,sim_356_conc_real_2025-11-24.npy,5.87,-134.91,NEUTRAL,4,0.0,False,477.0,362.0,5.9,0.009472875330198778,PLUME,0.9559118236472945,0.7254509018036072
357,sim_357_conc_real_2025-11-24.npy,1.05,-135.03,MODERATELY_STABLE,5,0.0,False,362.0,226.0,3.5,0.013806946688212671,PLUME,0.7254509018036072,0.4529058116232465
358,sim_358_conc_real_2025-11-24.npy,1.3,-135.39,MODERATELY_STABLE,5,0.57,True,264.0,347.0,9.87,0.013201020606491946,PLUME,0.5290581162324649,0.6953907815631263
359,sim_359_conc_real_2025-11-24.npy,7.35,-134.84,NEUTRAL,4,0.97,True,131.0,333.0,9.91,0.011881079274494902,PLUME,0.2625250501002004,0.6673346693386774
360,sim_360_conc_real_2025-11-24.npy,4.61,-135.08,NEUTRAL,4,0.0,False,414.0,157.0,2.07,0.007149748829713405,PLUME,0.8296593186372746,0.31462925851703405
361,sim_361_conc_real_2025-11-24.npy,7.05,-135.48,NEUTRAL,4,0.0,False,1.0,426.0,7.17,0.011311930346257479,PLUME,0.002004008016032064,0.8537074148296593
362,sim_362_conc_real_2025-11-24.npy,7.22,-134.9,NEUTRAL,4,0.0,False,426.0,62.0,6.2,0.012913674141226667,PLUME,0.8537074148296593,0.12424849699398798
363,sim_363_conc_real_2025-11-24.npy,5.99,-135.19,NEUTRAL,4,0.0,False,112.0,35.0,6.47,0.009937984401154192,PLUME,0.22444889779559118,0.07014028056112225
364,sim_364_conc_real_2025-11-24.npy,3.7,-134.98,MODERATELY_UNSTABLE,2,0.01,True,310.0,2.0,2.51,0.006108296532118928,PLUME,0.6212424849699398,0.004008016032064128
365,sim_365_conc_real_2025-11-24.npy,2.83,-135.06,VERY_UNSTABLE,1,0.8,True,469.0,448.0,7.41,0.0027328199593013728,PLUME,0.9398797595190381,0.8977955911823647
366,sim_366_conc_real_2025-11-24.npy,5.26,-135.1,NEUTRAL,4,0.26,True,297.0,256.0,6.69,0.002731329709246576,PLUME,0.5951903807615231,0.5130260521042084
367,sim_367_conc_real_2025-11-24.npy,4.1,-135.04,MODERATELY_UNSTABLE,2,0.0,False,9.0,152.0,8.55,0.0035067569629130984,PLUME,0.018036072144288578,0.3046092184368738
368,sim_368_conc_real_2025-11-24.npy,3.3,-134.89,MODERATELY_STABLE,5,0.87,True,58.0,468.0,3.53,0.00444671542387659,PLUME,0.11623246492985972,0.9378757515030061
369,sim_369_conc_real_2025-11-24.npy,5.88,-134.97,VERY_UNSTABLE,1,0.0,False,334.0,439.0,5.26,0.011277403663873399,PLUME,0.6693386773547094,0.8797595190380761
370,sim_370_conc_real_2025-11-24.npy,2.71,-135.25,MODERATELY_UNSTABLE,2,0.0,False,7.0,2.0,3.44,0.005758234347170667,PLUME,0.014028056112224449,0.004008016032064128
371,sim_371_conc_real_2025-11-24.npy,6.34,-134.95,NEUTRAL,4,0.51,True,66.0,343.0,2.45,0.005758946612723349,PLUME,0.13226452905811623,0.687374749498998
372,sim_372_conc_real_2025-11-24.npy,4.63,-134.71,VERY_UNSTABLE,1,0.32,True,434.0,327.0,2.17,0.012441682749920408,PLUME,0.8697394789579158,0.655310621242485
373,sim_373_conc_real_2025-11-24.npy,2.62,-134.77,MODERATELY_UNSTABLE,2,0.0,False,143.0,483.0,7.16,0.008682772248368494,PLUME,0.2865731462925852,0.9679358717434869
374,sim_374_conc_real_2025-11-24.npy,2.98,-134.94,MODERATELY_UNSTABLE,2,0.05,True,307.0,176.0,6.55,0.003154001255950459,PLUME,0.6152304609218436,0.3527054108216433
375,sim_375_conc_real_2025-11-24.npy,1.77,-134.88,VERY_STABLE,6,0.0,False,477.0,425.0,8.31,0.009855320324622273,PLUME,0.9559118236472945,0.8517034068136272
376,sim_376_conc_real_2025-11-24.npy,1.91,-134.74,VERY_STABLE,6,0.0,False,396.0,26.0,6.8,0.008770387783034204,PLUME,0.7935871743486974,0.052104208416833664
377,sim_377_conc_real_2025-11-24.npy,4.85,-135.03,NEUTRAL,4,0.6,True,476.0,7.0,4.66,0.002102952242654544,PLUME,0.9539078156312625,0.014028056112224449
378,sim_378_conc_real_2025-11-24.npy,3.99,-134.75,SLIGHTLY_UNSTABLE,3,0.0,False,206.0,22.0,9.8,0.003537330081193483,PLUME,0.41282565130260523,0.04408817635270541
379,sim_379_conc_real_2025-11-24.npy,4.39,-135.37,NEUTRAL,4,0.0,False,317.0,395.0,6.79,0.011129902322428444,PLUME,0.6352705410821643,0.7915831663326653
380,sim_380_conc_real_2025-11-24.npy,5.03,-134.58,NEUTRAL,4,0.89,True,417.0,245.0,2.92,0.013379582339219768,PLUME,0.8356713426853707,0.4909819639278557
381,sim_381_conc_real_2025-11-24.npy,7.86,-134.91,NEUTRAL,4,0.0,False,132.0,22.0,1.25,0.007887772832798724,PLUME,0.26452905811623245,0.04408817635270541
382,sim_382_conc_real_2025-11-24.npy,7.46,-135.24,NEUTRAL,4,0.44,True,284.0,382.0,5.76,0.008957606508121193,PLUME,0.5691382765531062,0.7655310621242485
383,sim_383_conc_real_2025-11-24.npy,4.85,-134.69,MODERATELY_UNSTABLE,2,0.0,False,432.0,331.0,5.99,0.002195211297207891,PLUME,0.8657314629258517,0.6633266533066132
384,sim_384_conc_real_2025-11-24.npy,5.72,-135.12,NEUTRAL,4,0.0,False,94.0,7.0,3.57,0.011500251383197652,PLUME,0.18837675350701402,0.014028056112224449
385,sim_385_conc_real_2025-11-24.npy,6.25,-135.16,NEUTRAL,4,0.0,False,36.0,399.0,2.4,0.009768390575864375,PLUME,0.07214428857715431,0.7995991983967936
386,sim_386_conc_real_2025-11-24.npy,3.47,-134.94,VERY_UNSTABLE,1,0.0,False,16.0,129.0,4.9,0.007845716658792476,PLUME,0.03206412825651302,0.25851703406813625
387,sim_387_conc_real_2025-11-24.npy,6.56,-134.74,NEUTRAL,4,0.0,False,432.0,0.0,9.9,0.013355825523712221,PLUME,0.8657314629258517,0.0
388,sim_388_conc_real_2025-11-24.npy,5.77,-135.05,NEUTRAL,4,0.53,True,401.0,339.0,5.41,0.0018562804865223555,PLUME,0.8036072144288577,0.6793587174348698
389,sim_389_conc_real_2025-11-24.npy,4.74,-135.03,NEUTRAL,4,0.89,True,427.0,320.0,9.65,0.010479936514802694,PLUME,0.8557114228456913,0.6412825651302605
390,sim_390_conc_real_2025-11-24.npy,5.56,-134.94,NEUTRAL,4,0.0,False,38.0,455.0,8.15,0.003450343782569181,PLUME,0.07615230460921844,0.9118236472945892
391,sim_391_conc_real_2025-11-24.npy,1.56,-135.06,MODERATELY_STABLE,5,0.0,False,409.0,59.0,1.11,0.010323246315057771,PLUME,0.8196392785571143,0.11823647294589178
392,sim_392_conc_real_2025-11-24.npy,2.04,-135.11,VERY_STABLE,6,0.06,True,151.0,259.0,4.36,0.006408213179572559,PLUME,0.3026052104208417,0.5190380761523046
393,sim_393_conc_real_2025-11-24.npy,4.85,-134.99,SLIGHTLY_UNSTABLE,3,0.79,True,483.0,15.0,2.39,0.011285768172973243,PLUME,0.9679358717434869,0.03006012024048096
394,sim_394_conc_real_2025-11-24.npy,7.32,-135.49,NEUTRAL,4,0.0,False,411.0,183.0,4.49,0.00697907744969231,PLUME,0.8236472945891784,0.3667334669338677
395,sim_395_conc_real_2025-11-24.npy,6.88,-134.89,NEUTRAL,4,0.0,False,19.0,85.0,1.66,0.0060257511040144604,PLUME,0.03807615230460922,0.17034068136272545
396,sim_396_conc_real_2025-11-24.npy,2.12,-135.01,MODERATELY_UNSTABLE,2,0.61,True,75.0,134.0,3.91,0.0058697381656530765,PLUME,0.15030060120240482,0.2685370741482966
397,sim_397_conc_real_2025-11-24.npy,5.52,-135.09,NEUTRAL,4,0.5,True,392.0,496.0,8.04,0.013646027665385174,PLUME,0.7855711422845691,0.9939879759519038
398,sim_398_conc_real_2025-11-24.npy,6.21,-134.97,NEUTRAL,4,0.83,True,445.0,493.0,2.75,0.0015837819445118815,PLUME,0.8917835671342685,0.9879759519038076
399,sim_399_conc_real_2025-11-24.npy,5.4,-134.72,NEUTRAL,4,0.0,False,248.0,234.0,8.18,0.008902651502634201,PLUME,0.4969939879759519,0.46893787575150303
400,sim_400_conc_real_2025-11-24.npy,0.58,-134.23,VERY_STABLE,6,0.0,False,100.0,39.0,7.45,0.006106740698949797,PLUME,0.20040080160320642,0.0781563126252505
401,sim_401_conc_real_2025-11-24.npy,4.99,-135.0,NEUTRAL,4,0.0,False,20.0,442.0,1.62,0.009293586881321786,PLUME,0.04008016032064128,0.8857715430861723
402,sim_402_conc_real_2025-11-24.npy,2.23,-134.84,MODERATELY_STABLE,5,0.82,True,70.0,145.0,6.69,0.007975879239764644,PLUME,0.1402805611222445,0.2905811623246493
403,sim_403_conc_real_2025-11-24.npy,7.57,-135.07,NEUTRAL,4,0.0,False,375.0,233.0,7.72,0.00928798966527868,PLUME,0.751503006012024,0.46693386773547096
404,sim_404_conc_real_2025-11-24.npy,6.42,-135.12,NEUTRAL,4,0.0,False,18.0,441.0,7.45,0.012035837616885595,PLUME,0.036072144288577156,0.8837675350701403
405,sim_405_conc_real_2025-11-24.npy,4.66,-135.09,SLIGHTLY_UNSTABLE,3,0.91,True,395.0,494.0,4.37,0.010742668583385984,PLUME,0.7915831663326653,0.9899799599198397
406,sim_406_conc_real_2025-11-24.npy,4.94,-134.97,SLIGHTLY_UNSTABLE,3,0.0,False,473.0,214.0,2.77,0.006590271456591819,PLUME,0.9478957915831663,0.4288577154308617
407,sim_407_conc_real_2025-11-24.npy,5.97,-135.28,VERY_UNSTABLE,1,0.0,False,447.0,171.0,2.72,0.011559381442409093,PLUME,0.8957915831663327,0.342685370741483
408,sim_408_conc_real_2025-11-24.npy,3.26,-134.96,MODERATELY_UNSTABLE,2,0.38,True,188.0,384.0,9.43,0.002338903461983318,PLUME,0.37675350701402804,0.7695390781563126
409,sim_409_conc_real_2025-11-24.npy,7.26,-134.77,NEUTRAL,4,0.57,True,203.0,345.0,6.06,0.012190381160966537,PLUME,0.40681362725450904,0.6913827655310621
410,sim_410_conc_real_2025-11-24.npy,3.65,-135.06,MODERATELY_UNSTABLE,2,0.0,False,221.0,73.0,4.9,0.00587548518517023,PLUME,0.44288577154308617,0.1462925851703407
411,sim_411_conc_real_2025-11-24.npy,4.12,-134.88,NEUTRAL,4,0.0,False,395.0,341.0,2.84,0.011406605190793489,PLUME,0.7915831663326653,0.6833667334669339
412,sim_412_conc_real_2025-11-24.npy,2.18,-134.76,MODERATELY_UNSTABLE,2,0.0,False,408.0,162.0,4.78,0.002300409366948197,PLUME,0.8176352705410822,0.3246492985971944
413,sim_413_conc_real_2025-11-24.npy,5.45,-135.09,SLIGHTLY_UNSTABLE,3,0.47,True,399.0,406.0,3.85,0.003964235844208545,PLUME,0.7995991983967936,0.8136272545090181
414,sim_414_conc_real_2025-11-24.npy,6.35,-135.12,NEUTRAL,4,0.0,False,7.0,32.0,8.81,0.01338670884474909,PLUME,0.014028056112224449,0.06412825651302605
415,sim_415_conc_real_2025-11-24.npy,5.21,-135.16,NEUTRAL,4,0.58,True,476.0,145.0,6.68,0.012348025141117833,PLUME,0.9539078156312625,0.2905811623246493
416,sim_416_conc_real_2025-11-24.npy,4.39,-134.96,VERY_UNSTABLE,1,0.0,False,486.0,31.0,2.09,0.0017899101208355564,PLUME,0.9739478957915831,0.06212424849699399
417,sim_417_conc_real_2025-11-24.npy,3.0,-134.95,MODERATELY_UNSTABLE,2,0.0,False,352.0,387.0,4.26,0.013848310605774563,PLUME,0.7054108216432866,0.7755511022044088
418,sim_418_conc_real_2025-11-24.npy,3.67,-135.19,VERY_UNSTABLE,1,0.38,True,16.0,98.0,5.28,0.012578304197513561,PLUME,0.03206412825651302,0.1963927855711423
419,sim_419_conc_real_2025-11-24.npy,4.15,-134.7,NEUTRAL,4,0.39,True,262.0,258.0,8.16,0.011921743162998117,PLUME,0.5250501002004008,0.5170340681362725
420,sim_420_conc_real_2025-11-24.npy,4.29,-134.8,NEUTRAL,4,0.92,True,247.0,22.0,8.99,0.013306488099335656,PLUME,0.49498997995991983,0.04408817635270541
421,sim_421_conc_real_2025-11-24.npy,4.92,-135.15,NEUTRAL,4,0.88,True,410.0,407.0,2.38,0.0039599432754941905,PLUME,0.8216432865731463,0.8156312625250501
422,sim_422_conc_real_2025-11-24.npy,6.82,-134.82,NEUTRAL,4,0.0,False,208.0,477.0,9.47,0.00931870147041862,PLUME,0.4168336673346693,0.9559118236472945
423,sim_423_conc_real_2025-11-24.npy,7.59,-135.11,NEUTRAL,4,0.0,False,246.0,494.0,4.72,0.0031172536842614266,PLUME,0.49298597194388777,0.9899799599198397
424,sim_424_conc_real_2025-11-24.npy,5.95,-134.97,NEUTRAL,4,0.0,False,465.0,238.0,9.87,0.00917392768194775,PLUME,0.9318637274549099,0.47695390781563124
425,sim_425_conc_real_2025-11-24.npy,5.04,-134.96,NEUTRAL,4,0.0,False,26.0,164.0,5.88,0.00894215247642107,PLUME,0.052104208416833664,0.3286573146292585
426,sim_426_conc_real_2025-11-24.npy,3.08,-135.05,SLIGHTLY_UNSTABLE,3,0.0,False,86.0,190.0,4.18,0.009603943741640163,PLUME,0.17234468937875752,0.3807615230460922
427,sim_427_conc_real_2025-11-24.npy,5.86,-135.16,NEUTRAL,4,0.0,False,455.0,305.0,4.64,0.010476496798356893,PLUME,0.9118236472945892,0.6112224448897795
428,sim_428_conc_real_2025-11-24.npy,5.44,-134.9,SLIGHTLY_UNSTABLE,3,0.0,False,152.0,458.0,6.44,0.011801783962097193,PLUME,0.3046092184368738,0.9178356713426854
429,sim_429_conc_real_2025-11-24.npy,6.87,-134.75,NEUTRAL,4,0.0,False,140.0,190.0,1.77,0.00890470800827116,PLUME,0.280561122244489,0.3807615230460922
430,sim_430_conc_real_2025-11-24.npy,7.88,-134.81,NEUTRAL,4,0.0,False,284.0,24.0,9.87,0.005716871431881368,PLUME,0.5691382765531062,0.04809619238476954
431,sim_431_conc_real_2025-11-24.npy,5.43,-134.98,NEUTRAL,4,0.0,False,189.0,441.0,5.44,0.012109663994472029,PLUME,0.3787575150300601,0.8837675350701403
432,sim_432_conc_real_2025-11-24.npy,4.2,-134.56,VERY_UNSTABLE,1,0.38,True,88.0,437.0,9.43,0.009812083593131427,PLUME,0.17635270541082165,0.875751503006012
433,sim_433_conc_real_2025-11-24.npy,6.01,-135.03,NEUTRAL,4,0.0,False,480.0,133.0,7.4,0.006295821473575551,PLUME,0.9619238476953907,0.2665330661322645
434,sim_434_conc_real_2025-11-24.npy,2.1,-134.68,MODERATELY_UNSTABLE,2,0.0,False,398.0,487.0,6.1,0.002856303085962798,PLUME,0.7975951903807615,0.9759519038076152
435,sim_435_conc_real_2025-11-24.npy,4.11,-134.85,SLIGHTLY_UNSTABLE,3,0.0,False,437.0,469.0,7.79,0.007008225653837831,PLUME,0.875751503006012,0.9398797595190381
436,sim_436_conc_real_2025-11-24.npy,7.72,-134.73,NEUTRAL,4,0.61,True,436.0,135.0,2.29,0.01219043458732374,PLUME,0.87374749498998,0.27054108216432865
437,sim_437_conc_real_2025-11-24.npy,3.77,-135.14,VERY_UNSTABLE,1,0.36,True,276.0,325.0,2.47,0.00885706141644566,PLUME,0.5531062124248497,0.6513026052104208
438,sim_438_conc_real_2025-11-24.npy,5.87,-135.2,NEUTRAL,4,0.0,False,35.0,400.0,5.7,0.008006120523102046,PLUME,0.07014028056112225,0.8016032064128257
439,sim_439_conc_real_2025-11-24.npy,6.45,-135.09,NEUTRAL,4,0.17,True,459.0,184.0,1.31,0.004900608673532185,PLUME,0.9198396793587175,0.3687374749498998
440,sim_440_conc_real_2025-11-24.npy,6.68,-134.71,NEUTRAL,4,0.61,True,113.0,39.0,8.29,0.0023668077884688716,PLUME,0.22645290581162325,0.0781563126252505
441,sim_441_conc_real_2025-11-24.npy,4.89,-135.14,NEUTRAL,4,0.28,True,411.0,290.0,1.09,0.0033915420667354097,PLUME,0.8236472945891784,0.5811623246492986
442,sim_442_conc_real_2025-11-24.npy,7.23,-134.95,NEUTRAL,4,0.29,True,15.0,253.0,2.86,0.0018730586011952372,PLUME,0.03006012024048096,0.5070140280561122
443,sim_443_conc_real_2025-11-24.npy,6.45,-135.06,NEUTRAL,4,0.0,False,482.0,332.0,3.47,0.013167284679360956,PLUME,0.9659318637274549,0.6653306613226453
444,sim_444_conc_real_2025-11-24.npy,2.48,-135.06,VERY_STABLE,6,0.16,True,298.0,401.0,6.2,0.009659293063818535,PLUME,0.5971943887775552,0.8036072144288577
445,sim_445_conc_real_2025-11-24.npy,2.79,-135.14,VERY_UNSTABLE,1,0.04,True,441.0,76.0,3.43,0.003410310840825343,PLUME,0.8837675350701403,0.1523046092184369
