simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,sigma_y,sigma_z,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y
287,sim_287_conc_real_2025-11-10.npy,3.87,0.0,SLIGHTLY_UNSTABLE,3,74.535,37.267,0.35,True,253.0,409.0,3.12,0.0055,PUFF,0.5070140280561122,0.8196392785571143
288,sim_288_conc_real_2025-11-10.npy,6.3,2.48,NEUTRAL,4,43.282,21.641,0.06,True,436.0,269.0,1.89,0.0012,PLUME,0.87374749498998,0.5390781563126252
289,sim_289_conc_real_2025-11-10.npy,1.02,98.57,MODERATELY_STABLE,5,25.684,12.842,0.0,False,103.0,398.0,6.0,0.0049,PLUME,0.20641282565130262,0.7975951903807615
290,sim_290_conc_real_2025-11-10.npy,1.47,-121.53,MODERATELY_STABLE,5,25.765,12.882,0.0,False,152.0,435.0,6.99,0.0063,PLUME,0.3046092184368738,0.8717434869739479
291,sim_291_conc_real_2025-11-10.npy,5.34,-0.53,NEUTRAL,4,42.756,21.378,0.93,True,296.0,105.0,9.83,0.0039,PLUME,0.593186372745491,0.21042084168336672
292,sim_292_conc_real_2025-11-10.npy,6.51,0.0,NEUTRAL,4,42.915,21.457,0.86,True,218.0,317.0,2.68,0.0067,PLUME,0.43687374749499,0.6352705410821643
293,sim_293_conc_real_2025-11-10.npy,2.41,0.0,VERY_UNSTABLE,1,204.817,102.408,0.0,False,492.0,414.0,8.52,0.0051,PUFF,0.9859719438877755,0.8296593186372746
294,sim_294_conc_real_2025-11-10.npy,4.39,-3.95,SLIGHTLY_UNSTABLE,3,73.929,36.964,0.0,False,42.0,352.0,8.31,0.0046,PLUME,0.0841683366733467,0.7054108216432866
295,sim_295_conc_real_2025-11-10.npy,3.32,-83.65,MODERATELY_STABLE,5,25.449,12.725,0.87,True,202.0,39.0,4.28,0.0068,PUFF,0.40480961923847697,0.0781563126252505
296,sim_296_conc_real_2025-11-10.npy,6.21,6.05,SLIGHTLY_UNSTABLE,3,74.834,37.417,0.95,True,226.0,482.0,7.93,0.0076,PUFF,0.4529058116232465,0.9659318637274549
297,sim_297_conc_real_2025-11-10.npy,1.35,100.85,VERY_STABLE,6,14.792,7.396,0.0,False,318.0,376.0,4.96,0.0072,PLUME,0.6372745490981964,0.7535070140280561
298,sim_298_conc_real_2025-11-10.npy,6.87,-45.5,NEUTRAL,4,43.181,21.591,0.77,True,48.0,478.0,7.22,0.0044,PUFF,0.09619238476953908,0.9579158316633266
299,sim_299_conc_real_2025-11-10.npy,2.12,-3.58,MODERATELY_STABLE,5,25.75,12.875,0.0,False,447.0,69.0,2.54,0.0065,PLUME,0.8957915831663327,0.13827655310621242
300,sim_300_conc_real_2025-11-10.npy,5.59,-2.31,NEUTRAL,4,43.134,21.567,0.22,True,464.0,31.0,7.2,0.002,PUFF,0.9298597194388778,0.06212424849699399
301,sim_301_conc_real_2025-11-10.npy,4.8,0.0,NEUTRAL,4,43.464,21.732,0.14,True,388.0,411.0,1.35,0.0073,PLUME,0.7775551102204409,0.8236472945891784
302,sim_302_conc_real_2025-11-10.npy,4.3,-6.08,NEUTRAL,4,43.855,21.928,0.0,False,496.0,443.0,3.24,0.0072,PUFF,0.9939879759519038,0.8877755511022044
303,sim_303_conc_real_2025-11-10.npy,5.53,79.93,NEUTRAL,4,43.428,21.714,0.17,True,279.0,480.0,9.86,0.0001,PUFF,0.5591182364729459,0.9619238476953907
304,sim_304_conc_real_2025-11-10.npy,7.9,96.43,NEUTRAL,4,43.268,21.634,0.0,False,266.0,433.0,5.6,0.0022,PLUME,0.533066132264529,0.8677354709418837
305,sim_305_conc_real_2025-11-10.npy,7.61,-73.46,NEUTRAL,4,43.199,21.599,0.43,True,429.0,229.0,2.85,0.0078,PLUME,0.8597194388777555,0.4589178356713427
306,sim_306_conc_real_2025-11-10.npy,4.62,171.95,VERY_UNSTABLE,1,200.534,100.267,0.41,True,203.0,329.0,3.06,0.0099,PLUME,0.40681362725450904,0.6593186372745491
307,sim_307_conc_real_2025-11-10.npy,1.16,3.38,VERY_STABLE,6,14.635,7.318,0.0,False,2.0,302.0,5.75,0.0064,PUFF,0.004008016032064128,0.6052104208416834
308,sim_308_conc_real_2025-11-10.npy,5.5,3.07,NEUTRAL,4,43.58,21.79,0.0,False,375.0,464.0,4.54,0.0088,PUFF,0.751503006012024,0.9298597194388778
309,sim_309_conc_real_2025-11-10.npy,5.11,0.0,NEUTRAL,4,42.837,21.419,0.0,False,226.0,270.0,9.82,0.0064,PUFF,0.4529058116232465,0.5410821643286573
310,sim_310_conc_real_2025-11-10.npy,5.55,68.72,VERY_UNSTABLE,1,200.908,100.454,0.76,True,111.0,400.0,1.1,0.0051,PUFF,0.22244488977955912,0.8016032064128257
311,sim_311_conc_real_2025-11-10.npy,5.13,-1.21,NEUTRAL,4,42.89,21.445,0.89,True,42.0,372.0,3.7,0.0012,PLUME,0.0841683366733467,0.7454909819639278
312,sim_312_conc_real_2025-11-10.npy,4.27,0.0,NEUTRAL,4,42.658,21.329,0.61,True,248.0,83.0,8.94,0.0084,PUFF,0.4969939879759519,0.16633266533066132
313,sim_313_conc_real_2025-11-10.npy,6.97,108.82,NEUTRAL,4,42.477,21.239,0.45,True,111.0,6.0,8.46,0.0053,PUFF,0.22244488977955912,0.012024048096192385
314,sim_314_conc_real_2025-11-10.npy,5.46,-106.38,SLIGHTLY_UNSTABLE,3,73.222,36.611,0.88,True,53.0,19.0,7.6,0.0034,PUFF,0.1062124248496994,0.03807615230460922
315,sim_315_conc_real_2025-11-10.npy,6.53,-0.46,NEUTRAL,4,42.877,21.438,0.0,False,72.0,362.0,2.05,0.0028,PUFF,0.14428857715430862,0.7254509018036072
316,sim_316_conc_real_2025-11-10.npy,7.94,2.52,NEUTRAL,4,43.324,21.662,0.31,True,323.0,414.0,9.39,0.0009,PUFF,0.6472945891783567,0.8296593186372746
317,sim_317_conc_real_2025-11-10.npy,4.79,-72.93,NEUTRAL,4,42.783,21.391,0.0,False,0.0,327.0,2.63,0.0071,PLUME,0.0,0.655310621242485
318,sim_318_conc_real_2025-11-10.npy,7.37,169.72,NEUTRAL,4,42.739,21.369,0.44,True,271.0,141.0,9.9,0.0052,PLUME,0.5430861723446894,0.28256513026052105
319,sim_319_conc_real_2025-11-10.npy,3.77,0.27,MODERATELY_UNSTABLE,2,126.748,63.374,0.34,True,480.0,245.0,9.31,0.007,PLUME,0.9619238476953907,0.4909819639278557
320,sim_320_conc_real_2025-11-10.npy,6.59,0.0,NEUTRAL,4,43.272,21.636,0.51,True,370.0,350.0,4.48,0.0098,PUFF,0.7414829659318637,0.7014028056112225
321,sim_321_conc_real_2025-11-10.npy,5.93,-106.84,NEUTRAL,4,43.026,21.513,0.96,True,287.0,317.0,9.22,0.0042,PLUME,0.5751503006012024,0.6352705410821643
322,sim_322_conc_real_2025-11-10.npy,4.35,-1.55,NEUTRAL,4,42.506,21.253,0.0,False,144.0,20.0,7.49,0.0079,PLUME,0.28857715430861725,0.04008016032064128
323,sim_323_conc_real_2025-11-10.npy,6.4,-70.76,SLIGHTLY_UNSTABLE,3,74.13,37.065,0.0,False,118.0,383.0,5.51,0.0093,PUFF,0.23647294589178355,0.7675350701402806
324,sim_324_conc_real_2025-11-10.npy,2.47,0.0,MODERATELY_STABLE,5,25.577,12.788,0.38,True,26.0,332.0,4.65,0.0016,PUFF,0.052104208416833664,0.6653306613226453
325,sim_325_conc_real_2025-11-10.npy,2.63,0.0,VERY_STABLE,6,14.773,7.387,0.0,False,313.0,356.0,5.83,0.0012,PUFF,0.627254509018036,0.7134268537074149
326,sim_326_conc_real_2025-11-10.npy,4.68,0.38,NEUTRAL,4,43.317,21.659,0.0,False,394.0,344.0,3.1,0.0088,PLUME,0.7895791583166333,0.6893787575150301
327,sim_327_conc_real_2025-11-10.npy,4.54,153.11,NEUTRAL,4,43.344,21.672,0.91,True,423.0,321.0,8.27,0.0027,PLUME,0.8476953907815631,0.6432865731462926
328,sim_328_conc_real_2025-11-10.npy,7.28,164.48,NEUTRAL,4,43.594,21.797,0.23,True,395.0,452.0,4.76,0.004,PLUME,0.7915831663326653,0.905811623246493
329,sim_329_conc_real_2025-11-10.npy,7.02,26.63,NEUTRAL,4,43.839,21.92,0.0,False,473.0,462.0,4.05,0.0092,PUFF,0.9478957915831663,0.9258517034068137
330,sim_330_conc_real_2025-11-10.npy,6.15,46.87,NEUTRAL,4,43.329,21.664,0.9,True,312.0,424.0,5.6,0.0069,PLUME,0.625250501002004,0.8496993987975952
331,sim_331_conc_real_2025-11-10.npy,5.81,0.0,NEUTRAL,4,43.27,21.635,0.0,False,219.0,459.0,8.31,0.0009,PLUME,0.43887775551102204,0.9198396793587175
332,sim_332_conc_real_2025-11-10.npy,5.72,-0.35,SLIGHTLY_UNSTABLE,3,74.238,37.119,0.0,False,413.0,94.0,9.52,0.0093,PLUME,0.8276553106212425,0.18837675350701402
333,sim_333_conc_real_2025-11-10.npy,5.46,-3.38,NEUTRAL,4,43.786,21.893,0.0,False,421.0,493.0,2.79,0.0072,PUFF,0.843687374749499,0.9879759519038076
334,sim_334_conc_real_2025-11-10.npy,5.02,-0.52,SLIGHTLY_UNSTABLE,3,75.151,37.575,0.0,False,456.0,362.0,1.01,0.0015,PLUME,0.9138276553106213,0.7254509018036072
335,sim_335_conc_real_2025-11-10.npy,5.07,0.0,NEUTRAL,4,43.878,21.939,0.0,False,477.0,471.0,5.96,0.0088,PLUME,0.9559118236472945,0.9438877755511023
336,sim_336_conc_real_2025-11-10.npy,5.15,0.0,NEUTRAL,4,43.189,21.594,0.0,False,141.0,462.0,1.61,0.0062,PLUME,0.28256513026052105,0.9258517034068137
337,sim_337_conc_real_2025-11-10.npy,5.5,-134.75,NEUTRAL,4,42.819,21.409,0.0,False,157.0,306.0,6.82,0.0051,PUFF,0.31462925851703405,0.6132264529058116
338,sim_338_conc_real_2025-11-10.npy,4.24,-90.78,MODERATELY_UNSTABLE,2,126.361,63.181,0.0,False,486.0,123.0,1.87,0.0021,PUFF,0.9739478957915831,0.24649298597194388
339,sim_339_conc_real_2025-11-10.npy,6.2,-99.3,NEUTRAL,4,43.323,21.661,0.0,False,330.0,408.0,1.98,0.0057,PUFF,0.6613226452905812,0.8176352705410822
340,sim_340_conc_real_2025-11-10.npy,5.35,2.74,NEUTRAL,4,42.484,21.242,0.35,True,120.0,11.0,2.54,0.0051,PLUME,0.24048096192384769,0.022044088176352707
341,sim_341_conc_real_2025-11-10.npy,3.13,146.05,MODERATELY_STABLE,5,25.888,12.944,0.0,False,470.0,242.0,8.83,0.0026,PLUME,0.9418837675350702,0.4849699398797595
342,sim_342_conc_real_2025-11-10.npy,4.44,0.0,NEUTRAL,4,42.519,21.26,0.8,True,11.0,159.0,6.84,0.0015,PLUME,0.022044088176352707,0.3186372745490982
343,sim_343_conc_real_2025-11-10.npy,2.15,2.17,MODERATELY_UNSTABLE,2,124.917,62.458,0.74,True,130.0,299.0,5.61,0.0068,PUFF,0.2605210420841683,0.5991983967935872
344,sim_344_conc_real_2025-11-10.npy,1.68,1.03,MODERATELY_STABLE,5,25.726,12.863,0.0,False,272.0,343.0,8.86,0.004,PUFF,0.5450901803607214,0.687374749498998
345,sim_345_conc_real_2025-11-10.npy,5.29,0.0,NEUTRAL,4,42.442,21.221,0.43,True,39.0,5.0,2.51,0.0011,PLUME,0.0781563126252505,0.01002004008016032
346,sim_346_conc_real_2025-11-10.npy,1.17,0.0,VERY_STABLE,6,14.58,7.29,0.91,True,137.0,139.0,2.47,0.0011,PLUME,0.2745490981963928,0.2785571142284569
347,sim_347_conc_real_2025-11-10.npy,3.18,-30.35,VERY_UNSTABLE,1,204.411,102.205,0.44,True,464.0,416.0,3.85,0.005,PLUME,0.9298597194388778,0.8336673346693386
348,sim_348_conc_real_2025-11-10.npy,7.72,0.0,NEUTRAL,4,42.631,21.316,0.27,True,204.0,136.0,8.87,0.0021,PLUME,0.4088176352705411,0.2725450901803607
349,sim_349_conc_real_2025-11-10.npy,6.12,-125.43,NEUTRAL,4,42.698,21.349,0.0,False,67.0,276.0,7.17,0.0037,PUFF,0.1342685370741483,0.5531062124248497
350,sim_350_conc_real_2025-11-10.npy,6.15,135.39,SLIGHTLY_UNSTABLE,3,75.054,37.527,0.0,False,416.0,386.0,4.12,0.0003,PLUME,0.8336673346693386,0.7735470941883767
351,sim_351_conc_real_2025-11-10.npy,4.65,4.42,NEUTRAL,4,43.328,21.664,0.0,False,325.0,414.0,3.02,0.0032,PLUME,0.6513026052104208,0.8296593186372746
352,sim_352_conc_real_2025-11-10.npy,6.19,-24.84,SLIGHTLY_UNSTABLE,3,73.359,36.68,0.0,False,120.0,112.0,5.45,0.0095,PLUME,0.24048096192384769,0.22444889779559118
353,sim_353_conc_real_2025-11-10.npy,7.57,-1.7,NEUTRAL,4,42.987,21.493,0.0,False,399.0,106.0,5.86,0.0002,PUFF,0.7995991983967936,0.2124248496993988
354,sim_354_conc_real_2025-11-10.npy,4.15,0.0,NEUTRAL,4,42.924,21.462,0.0,False,155.0,356.0,6.05,0.0027,PUFF,0.3106212424849699,0.7134268537074149
355,sim_355_conc_real_2025-11-10.npy,4.12,-0.88,NEUTRAL,4,42.498,21.249,0.0,False,131.0,41.0,9.34,0.0006,PUFF,0.2625250501002004,0.08216432865731463
356,sim_356_conc_real_2025-11-10.npy,4.05,0.0,NEUTRAL,4,42.441,21.22,0.36,True,30.0,9.0,3.45,0.0063,PUFF,0.06012024048096192,0.018036072144288578
357,sim_357_conc_real_2025-11-10.npy,4.63,2.35,NEUTRAL,4,42.473,21.237,0.0,False,98.0,39.0,5.4,0.0089,PUFF,0.1963927855711423,0.0781563126252505
358,sim_358_conc_real_2025-11-10.npy,4.84,-0.61,NEUTRAL,4,43.362,21.681,0.88,True,213.0,492.0,7.42,0.0071,PUFF,0.42685370741482964,0.9859719438877755
359,sim_359_conc_real_2025-11-10.npy,7.18,108.39,NEUTRAL,4,42.711,21.356,0.0,False,290.0,28.0,3.33,0.0027,PUFF,0.5811623246492986,0.056112224448897796
360,sim_360_conc_real_2025-11-10.npy,2.37,0.0,VERY_STABLE,6,14.816,7.408,0.31,True,226.0,463.0,2.09,0.0066,PLUME,0.4529058116232465,0.9278557114228457
361,sim_361_conc_real_2025-11-10.npy,7.08,0.0,NEUTRAL,4,42.478,21.239,0.0,False,80.0,78.0,3.28,0.0085,PUFF,0.16032064128256512,0.156312625250501
362,sim_362_conc_real_2025-11-10.npy,2.41,0.0,MODERATELY_STABLE,5,25.675,12.837,0.0,False,379.0,142.0,4.95,0.0014,PUFF,0.7595190380761523,0.2845691382765531
363,sim_363_conc_real_2025-11-10.npy,7.72,0.64,NEUTRAL,4,43.244,21.622,0.71,True,492.0,92.0,4.7,0.0075,PUFF,0.9859719438877755,0.1843687374749499
364,sim_364_conc_real_2025-11-10.npy,6.82,-1.46,NEUTRAL,4,42.506,21.253,0.0,False,144.0,21.0,5.01,0.0048,PUFF,0.28857715430861725,0.04208416833667335
365,sim_365_conc_real_2025-11-10.npy,0.82,0.0,VERY_STABLE,6,14.716,7.358,0.0,False,376.0,165.0,5.67,0.0009,PLUME,0.7535070140280561,0.3306613226452906
366,sim_366_conc_real_2025-11-10.npy,5.52,-5.83,NEUTRAL,4,43.204,21.602,0.75,True,461.0,160.0,1.86,0.0059,PLUME,0.9238476953907816,0.32064128256513025
367,sim_367_conc_real_2025-11-10.npy,7.31,0.0,NEUTRAL,4,42.561,21.281,0.0,False,176.0,86.0,9.17,0.0097,PLUME,0.3527054108216433,0.17234468937875752
368,sim_368_conc_real_2025-11-10.npy,3.25,-15.18,VERY_UNSTABLE,1,199.876,99.938,0.0,False,268.0,193.0,2.22,0.0093,PLUME,0.5370741482965932,0.3867735470941884
369,sim_369_conc_real_2025-11-10.npy,6.97,78.08,NEUTRAL,4,43.002,21.501,0.05,True,157.0,388.0,4.34,0.0079,PUFF,0.31462925851703405,0.7775551102204409
370,sim_370_conc_real_2025-11-10.npy,5.56,-48.42,NEUTRAL,4,43.696,21.848,0.91,True,408.0,475.0,4.47,0.0015,PUFF,0.8176352705410822,0.9519038076152304
371,sim_371_conc_real_2025-11-10.npy,1.53,-3.14,MODERATELY_STABLE,5,25.48,12.74,0.43,True,151.0,190.0,8.36,0.0074,PLUME,0.3026052104208417,0.3807615230460922
372,sim_372_conc_real_2025-11-10.npy,5.07,170.83,SLIGHTLY_UNSTABLE,3,74.902,37.451,0.0,False,215.0,499.0,3.3,0.0044,PLUME,0.4308617234468938,1.0
373,sim_373_conc_real_2025-11-10.npy,2.15,0.0,VERY_STABLE,6,14.664,7.332,0.0,False,345.0,7.0,3.66,0.0006,PLUME,0.6913827655310621,0.014028056112224449
374,sim_374_conc_real_2025-11-10.npy,7.86,0.0,NEUTRAL,4,42.717,21.358,0.53,True,6.0,294.0,7.48,0.0063,PUFF,0.012024048096192385,0.5891783567134269
375,sim_375_conc_real_2025-11-10.npy,5.73,-26.74,VERY_UNSTABLE,1,202.222,101.111,0.28,True,330.0,380.0,7.0,0.0052,PLUME,0.6613226452905812,0.7615230460921844
376,sim_376_conc_real_2025-11-10.npy,4.14,-3.34,NEUTRAL,4,42.755,21.378,0.02,True,65.0,307.0,9.67,0.0008,PLUME,0.13026052104208416,0.6152304609218436
377,sim_377_conc_real_2025-11-10.npy,4.24,-3.08,NEUTRAL,4,43.164,21.582,0.0,False,400.0,256.0,2.71,0.0068,PUFF,0.8016032064128257,0.5130260521042084
378,sim_378_conc_real_2025-11-10.npy,1.3,0.0,VERY_STABLE,6,14.685,7.343,0.0,False,222.0,300.0,4.12,0.0051,PUFF,0.44488977955911824,0.6012024048096193
379,sim_379_conc_real_2025-11-10.npy,5.64,0.0,NEUTRAL,4,42.68,21.34,0.0,False,2.0,274.0,4.85,0.0044,PLUME,0.004008016032064128,0.5490981963927856
380,sim_380_conc_real_2025-11-10.npy,4.68,-30.21,NEUTRAL,4,43.426,21.713,0.0,False,339.0,439.0,9.42,0.0078,PUFF,0.6793587174348698,0.8797595190380761
381,sim_381_conc_real_2025-11-10.npy,4.47,2.0,NEUTRAL,4,43.486,21.743,0.0,False,369.0,436.0,4.55,0.0073,PLUME,0.7394789579158316,0.87374749498998
382,sim_382_conc_real_2025-11-10.npy,6.7,3.78,NEUTRAL,4,42.64,21.32,0.0,False,17.0,250.0,9.51,0.0009,PLUME,0.03406813627254509,0.501002004008016
383,sim_383_conc_real_2025-11-10.npy,3.43,-75.68,MODERATELY_UNSTABLE,2,127.399,63.699,0.26,True,413.0,431.0,6.42,0.0072,PUFF,0.8276553106212425,0.8637274549098196
384,sim_384_conc_real_2025-11-10.npy,4.56,4.97,NEUTRAL,4,43.34,21.67,0.0,False,323.0,420.0,9.36,0.0095,PLUME,0.6472945891783567,0.8416833667334669
385,sim_385_conc_real_2025-11-10.npy,2.5,3.63,MODERATELY_UNSTABLE,2,126.715,63.358,0.44,True,195.0,499.0,4.01,0.0003,PLUME,0.3907815631262525,1.0
386,sim_386_conc_real_2025-11-10.npy,4.43,-1.33,NEUTRAL,4,43.123,21.562,0.43,True,435.0,154.0,3.46,0.0079,PUFF,0.8717434869739479,0.30861723446893785
387,sim_387_conc_real_2025-11-10.npy,2.32,-142.76,MODERATELY_STABLE,5,25.998,12.999,0.0,False,442.0,379.0,10.0,0.0009,PUFF,0.8857715430861723,0.7595190380761523
388,sim_388_conc_real_2025-11-10.npy,2.95,2.83,VERY_STABLE,6,14.712,7.356,0.16,True,364.0,181.0,6.28,0.0039,PLUME,0.7294589178356713,0.3627254509018036
389,sim_389_conc_real_2025-11-10.npy,6.38,-0.78,NEUTRAL,4,43.045,21.523,0.0,False,417.0,121.0,3.26,0.0017,PUFF,0.8356713426853707,0.24248496993987975
390,sim_390_conc_real_2025-11-10.npy,7.72,-178.35,NEUTRAL,4,43.198,21.599,0.91,True,211.0,438.0,8.16,0.005,PUFF,0.4228456913827655,0.8777555110220441
391,sim_391_conc_real_2025-11-10.npy,4.2,0.0,VERY_UNSTABLE,1,201.361,100.681,0.0,False,443.0,62.0,4.11,0.0043,PUFF,0.8877755511022044,0.12424849699398798
392,sim_392_conc_real_2025-11-10.npy,1.99,0.0,MODERATELY_STABLE,5,25.955,12.977,0.0,False,488.0,278.0,8.48,0.0061,PUFF,0.9779559118236473,0.5571142284569138
393,sim_393_conc_real_2025-11-10.npy,7.93,-1.0,NEUTRAL,4,43.053,21.526,0.0,False,97.0,426.0,7.74,0.0076,PLUME,0.19438877755511022,0.8537074148296593
394,sim_394_conc_real_2025-11-10.npy,6.85,0.0,NEUTRAL,4,43.659,21.83,0.25,True,409.0,462.0,1.93,0.0016,PLUME,0.8196392785571143,0.9258517034068137
395,sim_395_conc_real_2025-11-10.npy,7.06,-29.3,NEUTRAL,4,42.666,21.333,0.0,False,21.0,265.0,8.2,0.0041,PUFF,0.04208416833667335,0.531062124248497
396,sim_396_conc_real_2025-11-10.npy,5.96,0.0,NEUTRAL,4,43.494,21.747,0.0,False,414.0,397.0,2.76,0.005,PUFF,0.8296593186372746,0.7955911823647295
397,sim_397_conc_real_2025-11-10.npy,4.51,0.0,NEUTRAL,4,43.153,21.577,0.0,False,172.0,439.0,9.01,0.0013,PUFF,0.34468937875751504,0.8797595190380761
398,sim_398_conc_real_2025-11-10.npy,7.1,-1.71,NEUTRAL,4,43.738,21.869,0.89,True,475.0,424.0,3.86,0.0085,PUFF,0.9519038076152304,0.8496993987975952
399,sim_399_conc_real_2025-11-10.npy,5.02,178.46,VERY_UNSTABLE,1,201.132,100.566,0.0,False,351.0,251.0,3.67,0.0009,PLUME,0.7034068136272545,0.503006012024048
400,sim_400_conc_real_2025-11-10.npy,0.61,-1.08,VERY_STABLE,6,14.946,7.473,0.14,True,458.0,428.0,6.69,0.0083,PLUME,0.9178356713426854,0.8577154308617234
401,sim_401_conc_real_2025-11-10.npy,2.17,-58.09,MODERATELY_UNSTABLE,2,127.79,63.895,0.0,False,402.0,484.0,1.08,0.0086,PUFF,0.8056112224448898,0.969939879759519
402,sim_402_conc_real_2025-11-10.npy,3.77,127.14,MODERATELY_UNSTABLE,2,125.588,62.794,0.03,True,55.0,413.0,4.3,0.0096,PLUME,0.11022044088176353,0.8276553106212425
403,sim_403_conc_real_2025-11-10.npy,2.98,0.0,MODERATELY_STABLE,5,25.607,12.804,0.0,False,323.0,152.0,5.22,0.0047,PLUME,0.6472945891783567,0.3046092184368738
404,sim_404_conc_real_2025-11-10.npy,6.24,89.04,NEUTRAL,4,42.791,21.395,0.26,True,0.0,331.0,6.57,0.0093,PLUME,0.0,0.6633266533066132
405,sim_405_conc_real_2025-11-10.npy,7.57,163.02,NEUTRAL,4,43.428,21.714,0.0,False,461.0,309.0,4.04,0.0049,PLUME,0.9238476953907816,0.6192384769539078
406,sim_406_conc_real_2025-11-10.npy,5.72,0.44,NEUTRAL,4,42.591,21.295,0.0,False,84.0,201.0,3.7,0.0069,PLUME,0.1683366733466934,0.4028056112224449
407,sim_407_conc_real_2025-11-10.npy,3.64,0.0,VERY_UNSTABLE,1,198.958,99.479,0.86,True,20.0,229.0,5.71,0.0025,PUFF,0.04008016032064128,0.4589178356713427
408,sim_408_conc_real_2025-11-10.npy,4.79,-86.57,SLIGHTLY_UNSTABLE,3,74.482,37.241,0.6,True,110.0,458.0,6.81,0.0021,PLUME,0.22044088176352705,0.9178356713426854
409,sim_409_conc_real_2025-11-10.npy,4.33,0.0,NEUTRAL,4,43.082,21.541,0.0,False,447.0,17.0,9.23,0.0099,PLUME,0.8957915831663327,0.03406813627254509
410,sim_410_conc_real_2025-11-10.npy,4.32,0.59,VERY_UNSTABLE,1,198.336,99.168,0.0,False,118.0,29.0,7.11,0.0069,PUFF,0.23647294589178355,0.05811623246492986
411,sim_411_conc_real_2025-11-10.npy,7.38,-0.47,NEUTRAL,4,43.967,21.984,0.0,False,499.0,478.0,6.95,0.0016,PLUME,1.0,0.9579158316633266
412,sim_412_conc_real_2025-11-10.npy,7.04,7.89,NEUTRAL,4,42.645,21.322,0.0,False,28.0,252.0,5.68,0.0005,PLUME,0.056112224448897796,0.5050100200400801
413,sim_413_conc_real_2025-11-10.npy,4.68,7.83,NEUTRAL,4,42.692,21.346,0.53,True,96.0,264.0,5.95,0.0081,PLUME,0.19238476953907815,0.5290581162324649
414,sim_414_conc_real_2025-11-10.npy,4.63,5.18,NEUTRAL,4,42.528,21.264,0.97,True,163.0,37.0,4.96,0.0015,PUFF,0.32665330661322645,0.07414829659318638
415,sim_415_conc_real_2025-11-10.npy,7.95,-7.78,NEUTRAL,4,43.014,21.507,0.65,True,194.0,376.0,9.4,0.0053,PUFF,0.38877755511022044,0.7535070140280561
416,sim_416_conc_real_2025-11-10.npy,2.83,40.22,VERY_STABLE,6,14.618,7.309,0.36,True,268.0,50.0,7.26,0.0084,PUFF,0.5370741482965932,0.10020040080160321
417,sim_417_conc_real_2025-11-10.npy,5.33,0.0,NEUTRAL,4,43.308,21.654,0.0,False,237.0,463.0,9.24,0.0052,PLUME,0.4749498997995992,0.9278557114228457
418,sim_418_conc_real_2025-11-10.npy,2.56,32.8,MODERATELY_UNSTABLE,2,125.784,62.892,0.0,False,293.0,328.0,2.2,0.0008,PLUME,0.5871743486973948,0.657314629258517
419,sim_419_conc_real_2025-11-10.npy,6.01,-2.61,NEUTRAL,4,43.004,21.502,0.43,True,419.0,10.0,1.59,0.0073,PLUME,0.8396793587174348,0.02004008016032064
420,sim_420_conc_real_2025-11-10.npy,7.12,2.3,NEUTRAL,4,43.419,21.709,0.0,False,366.0,414.0,4.14,0.0081,PUFF,0.7334669338677354,0.8296593186372746
421,sim_421_conc_real_2025-11-10.npy,4.47,-125.46,NEUTRAL,4,42.968,21.484,0.01,True,202.0,352.0,5.18,0.0003,PLUME,0.40480961923847697,0.7054108216432866
422,sim_422_conc_real_2025-11-10.npy,4.69,0.0,NEUTRAL,4,42.523,21.261,0.0,False,161.0,24.0,7.37,0.0019,PLUME,0.3226452905811623,0.04809619238476954
423,sim_423_conc_real_2025-11-10.npy,4.44,-1.31,SLIGHTLY_UNSTABLE,3,73.403,36.701,0.89,True,185.0,15.0,1.18,0.0096,PUFF,0.37074148296593185,0.03006012024048096
424,sim_424_conc_real_2025-11-10.npy,6.48,0.0,NEUTRAL,4,43.557,21.779,0.67,True,352.0,474.0,8.66,0.0061,PUFF,0.7054108216432866,0.9498997995991983
425,sim_425_conc_real_2025-11-10.npy,6.29,-2.29,NEUTRAL,4,42.746,21.373,0.0,False,265.0,159.0,5.66,0.0009,PLUME,0.531062124248497,0.3186372745490982
426,sim_426_conc_real_2025-11-10.npy,6.08,-0.98,NEUTRAL,4,43.354,21.677,0.15,True,221.0,486.0,8.68,0.0044,PLUME,0.44288577154308617,0.9739478957915831
427,sim_427_conc_real_2025-11-10.npy,6.77,-3.05,NEUTRAL,4,42.913,21.457,0.1,True,190.0,334.0,1.27,0.0017,PLUME,0.3807615230460922,0.6693386773547094
428,sim_428_conc_real_2025-11-10.npy,6.31,-82.23,NEUTRAL,4,43.358,21.679,0.04,True,413.0,340.0,5.59,0.0052,PLUME,0.8276553106212425,0.6813627254509018
429,sim_429_conc_real_2025-11-10.npy,4.87,-1.82,NEUTRAL,4,42.801,21.401,0.0,False,331.0,56.0,3.53,0.009,PUFF,0.6633266533066132,0.11222444889779559
430,sim_430_conc_real_2025-11-10.npy,2.11,124.99,VERY_STABLE,6,14.542,7.271,0.57,True,6.0,38.0,9.12,0.0098,PUFF,0.012024048096192385,0.07615230460921844
431,sim_431_conc_real_2025-11-10.npy,0.72,-61.92,VERY_STABLE,6,14.551,7.275,0.42,True,99.0,11.0,7.3,0.0001,PUFF,0.19839679358717435,0.022044088176352707
