simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y,wind_dir_cos,wind_dir_sin
273,sim_273_conc_real_2025-11-24.npy,0.69,-135.03,4,6,0.0,False,127.0,411.0,4.08,0.0127232768906683,0,0.2545090180360721,0.8236472945891784,-0.7074769244858095,-0.7067364440299511
274,sim_274_conc_real_2025-11-24.npy,6.77,-134.94,2,4,0.0,False,25.0,297.0,2.05,0.0057310997979255,0,0.0501002004008016,0.5951903807615231,-0.70636591311755,-0.7078468738262603
275,sim_275_conc_real_2025-11-24.npy,5.31,-135.21,2,4,0.44,True,135.0,363.0,1.4,0.0075173277461599,0,0.2705410821643286,0.7274549098196392,-0.7096937075983769,-0.7045103557757469
276,sim_276_conc_real_2025-11-24.npy,6.62,-135.13,2,4,0.62,True,25.0,248.0,1.38,0.011144227854545,0,0.0501002004008016,0.4969939879759519,-0.7087093341000861,-0.7055005880645406
277,sim_277_conc_real_2025-11-24.npy,3.09,-134.96,0,5,0.0,False,371.0,227.0,1.79,0.0022443236942071,0,0.7434869739478958,0.4549098196392785,-0.7066129552492247,-0.7076002624886153
278,sim_278_conc_real_2025-11-24.npy,4.44,-134.99,2,4,0.19,True,436.0,120.0,9.12,0.0105346718094377,0,0.87374749498998,0.2404809619238476,-0.706983357002373,-0.7072301838310177
279,sim_279_conc_real_2025-11-24.npy,5.28,-134.86,2,4,0.84,True,395.0,54.0,4.86,0.0039693560295716,0,0.7915831663326653,0.1082164328657314,-0.7053768842065834,-0.7088324563865654
280,sim_280_conc_real_2025-11-24.npy,4.86,-134.98,2,4,0.49,True,452.0,138.0,7.12,0.003017283784402,0,0.905811623246493,0.2765531062124248,-0.7068599112822541,-0.7073535649320245
281,sim_281_conc_real_2025-11-24.npy,5.76,-135.08,2,4,0.0,False,81.0,186.0,5.01,0.0118652977544536,0,0.1623246492985972,0.3727454909819639,-0.7080933989149112,-0.7061187849173314
282,sim_282_conc_real_2025-11-24.npy,6.24,-134.92,3,3,0.53,True,481.0,416.0,6.35,0.0135028431060871,0,0.9639278557114228,0.8336673346693386,-0.7061187849173313,-0.7080933989149113
283,sim_283_conc_real_2025-11-24.npy,1.59,-135.15,4,6,0.0,False,75.0,226.0,4.68,0.0022310634434632,0,0.1503006012024048,0.4529058116232465,-0.7089555570807735,-0.7052531588616175
284,sim_284_conc_real_2025-11-24.npy,2.29,-134.93,0,5,0.51,True,208.0,397.0,2.35,0.0089781616602978,0,0.4168336673346693,0.7955911823647295,-0.7062423597741271,-0.7079701471535876
285,sim_285_conc_real_2025-11-24.npy,6.18,-134.83,2,4,0.0,False,252.0,265.0,9.37,0.0050654766894162,0,0.5050100200400801,0.531062124248497,-0.7050056437257369,-0.7092016936773764
286,sim_286_conc_real_2025-11-24.npy,5.01,-135.39,2,4,0.91,True,170.0,116.0,6.87,0.0033923805320509,0,0.3406813627254509,0.2324649298597194,-0.7119034863205649,-0.702277314288754
287,sim_287_conc_real_2025-11-24.npy,2.82,-135.04,5,1,0.0,False,284.0,196.0,1.89,0.0105536672312146,0,0.5691382765531062,0.3927855711422846,-0.7076002624886151,-0.7066129552492249
288,sim_288_conc_real_2025-11-24.npy,7.24,-134.81,2,4,0.09,True,405.0,228.0,2.11,0.0125757947628592,0,0.811623246492986,0.4569138276553106,-0.7047580426870569,-0.7094477438599043
289,sim_289_conc_real_2025-11-24.npy,7.49,-134.9,2,4,0.2,True,149.0,358.0,1.76,0.0115389654634551,0,0.2985971943887776,0.717434869739479,-0.705871570678681,-0.7083398377245288
290,sim_290_conc_real_2025-11-24.npy,5.2,-134.8,2,4,0.0,False,432.0,54.0,2.5,0.0094537344198634,0,0.8657314629258517,0.1082164328657314,-0.7046342099635947,-0.7095707365365208
291,sim_291_conc_real_2025-11-24.npy,1.7,-135.06,4,6,0.41,True,460.0,153.0,4.02,0.0126937354714766,0,0.9218436873747496,0.3066132264529058,-0.7078468738262602,-0.7063659131175501
292,sim_292_conc_real_2025-11-24.npy,2.97,-134.86,4,6,0.0,False,147.0,360.0,6.02,0.0107598482388367,0,0.2945891783567134,0.7214428857715431,-0.7053768842065834,-0.7088324563865654
293,sim_293_conc_real_2025-11-24.npy,7.52,-134.87,2,4,0.42,True,65.0,451.0,8.83,0.0096366072935723,0,0.1302605210420841,0.9038076152304608,-0.7055005880645404,-0.7087093341000862
294,sim_294_conc_real_2025-11-24.npy,7.02,-135.19,2,4,0.0,False,453.0,442.0,6.76,0.0104771122331276,0,0.9078156312625252,0.8857715430861723,-0.7094477438599042,-0.704758042687057
295,sim_295_conc_real_2025-11-24.npy,2.53,-135.64,5,1,0.0,False,363.0,343.0,4.33,0.0052289292843089,0,0.7274549098196392,0.687374749498998,-0.7149609626383713,-0.6991643740231717
296,sim_296_conc_real_2025-11-24.npy,4.94,-134.86,1,2,0.0,False,209.0,439.0,7.12,0.0028634778340558,0,0.4188376753507014,0.8797595190380761,-0.7053768842065834,-0.7088324563865654
297,sim_297_conc_real_2025-11-24.npy,2.95,-135.09,5,1,0.0,False,32.0,250.0,4.48,0.0078519474868422,0,0.064128256513026,0.501002004008016,-0.7082166291064759,-0.705995188550928
298,sim_298_conc_real_2025-11-24.npy,4.98,-134.97,3,3,0.2,True,460.0,469.0,8.23,0.0123413277903301,0,0.9218436873747496,0.939879759519038,-0.706736444029951,-0.7074769244858096
299,sim_299_conc_real_2025-11-24.npy,6.16,-134.78,2,4,0.0,False,391.0,316.0,1.5,0.0120460886328249,0,0.7835671342685371,0.6332665330661322,-0.704386480127287,-0.7098166570417259
300,sim_300_conc_real_2025-11-24.npy,5.5,-135.14,2,4,0.0,False,375.0,193.0,8.96,0.0060942049215314,0,0.751503006012024,0.3867735470941884,-0.7088324563865653,-0.7053768842065835
301,sim_301_conc_real_2025-11-24.npy,6.47,-135.01,2,4,0.0,False,100.0,24.0,1.35,0.0021693146032901,0,0.2004008016032064,0.0480961923847695,-0.7072301838310175,-0.7069833570023731
302,sim_302_conc_real_2025-11-24.npy,6.13,-135.56,2,4,0.11,True,286.0,394.0,7.46,0.0076847498846741,0,0.5731462925851704,0.7895791583166333,-0.7139840484019309,-0.7001619659961467
303,sim_303_conc_real_2025-11-24.npy,4.06,-134.87,3,3,0.0,False,300.0,105.0,1.14,0.0082716156003796,0,0.6012024048096193,0.2104208416833667,-0.7055005880645404,-0.7087093341000862
304,sim_304_conc_real_2025-11-24.npy,4.79,-135.28,3,3,0.1,True,9.0,23.0,9.03,0.0023752740219427,0,0.0180360721442885,0.0460921843687374,-0.7105538995034962,-0.7036427757750202
305,sim_305_conc_real_2025-11-24.npy,5.82,-135.14,2,4,0.56,True,36.0,248.0,1.13,0.001891909333168,0,0.0721442885771543,0.4969939879759519,-0.7088324563865653,-0.7053768842065835
306,sim_306_conc_real_2025-11-24.npy,1.92,-134.66,0,5,0.0,False,219.0,330.0,6.38,0.0046767802864716,0,0.438877755511022,0.6613226452905812,-0.7028982997921757,-0.7112903627557938
307,sim_307_conc_real_2025-11-24.npy,4.52,-134.99,1,2,0.92,True,26.0,470.0,8.49,0.0063517263001239,0,0.0521042084168336,0.9418837675350702,-0.706983357002373,-0.7072301838310177
308,sim_308_conc_real_2025-11-24.npy,1.7,-134.83,4,6,0.0,False,14.0,218.0,5.47,0.0092612997026771,0,0.0280561122244488,0.43687374749499,-0.7050056437257369,-0.7092016936773764
309,sim_309_conc_real_2025-11-24.npy,5.72,-134.84,2,4,0.79,True,491.0,490.0,4.83,0.0044263994047726,0,0.9839679358717436,0.9819639278557114,-0.7051294120334124,-0.70907863617896
310,sim_310_conc_real_2025-11-24.npy,1.37,-135.15,4,6,0.05,True,348.0,99.0,7.17,0.0017093068312659,0,0.6973947895791583,0.1983967935871743,-0.7089555570807735,-0.7052531588616175
311,sim_311_conc_real_2025-11-24.npy,7.64,-135.11,2,4,0.07,True,201.0,59.0,7.91,0.0071296580289123,0,0.4028056112224449,0.1182364729458917,-0.7084630247653165,-0.7057479313043563
312,sim_312_conc_real_2025-11-24.npy,4.68,-134.71,2,4,0.12,True,491.0,182.0,4.63,0.0052694792973234,0,0.9839679358717436,0.3647294589178356,-0.7035187500079655,-0.7106766975124692
313,sim_313_conc_real_2025-11-24.npy,1.21,-135.2,0,5,0.0,False,496.0,30.0,6.82,0.0016079546841006,0,0.9939879759519038,0.0601202404809619,-0.7095707365365207,-0.7046342099635949
314,sim_314_conc_real_2025-11-24.npy,3.44,-135.1,3,3,0.17,True,494.0,251.0,3.22,0.0128952015622686,0,0.9899799599198396,0.503006012024048,-0.7083398377245287,-0.7058715706786811
315,sim_315_conc_real_2025-11-24.npy,6.55,-135.15,2,4,0.0,False,7.0,298.0,5.63,0.0033338337394619,0,0.0140280561122244,0.5971943887775552,-0.7089555570807735,-0.7052531588616175
316,sim_316_conc_real_2025-11-24.npy,3.72,-134.81,1,2,0.0,False,394.0,93.0,7.2,0.0023287529694893,0,0.7895791583166333,0.1863727454909819,-0.7047580426870569,-0.7094477438599043
317,sim_317_conc_real_2025-11-24.npy,3.37,-134.89,5,1,0.95,True,204.0,70.0,5.28,0.0111732213744759,0,0.4088176352705411,0.1402805611222445,-0.7057479313043562,-0.7084630247653166
318,sim_318_conc_real_2025-11-24.npy,5.76,-134.81,2,4,0.31,True,331.0,432.0,4.94,0.0035526212102465,0,0.6633266533066132,0.8657314629258517,-0.7047580426870569,-0.7094477438599043
319,sim_319_conc_real_2025-11-24.npy,4.06,-134.93,2,4,0.83,True,235.0,470.0,9.59,0.0049461116092989,0,0.4709418837675351,0.9418837675350702,-0.7062423597741271,-0.7079701471535876
320,sim_320_conc_real_2025-11-24.npy,2.82,-135.18,0,5,0.97,True,442.0,279.0,2.64,0.0120476542169105,0,0.8857715430861723,0.5591182364729459,-0.709324729572274,-0.7048818539423614
321,sim_321_conc_real_2025-11-24.npy,4.18,-134.86,2,4,0.0,False,1.0,356.0,1.92,0.0073735354113293,0,0.002004008016032,0.7134268537074149,-0.7053768842065834,-0.7088324563865654
322,sim_322_conc_real_2025-11-24.npy,5.61,-135.12,2,4,0.05,True,308.0,258.0,6.72,0.0123450808981345,0,0.6172344689378757,0.5170340681362725,-0.7085861902250863,-0.7056242704317205
323,sim_323_conc_real_2025-11-24.npy,7.49,-134.85,2,4,0.92,True,38.0,351.0,8.26,0.0084044505840615,0,0.0761523046092184,0.7034068136272545,-0.7052531588616178,-0.7089555570807734
324,sim_324_conc_real_2025-11-24.npy,6.16,-134.77,2,4,0.0,False,45.0,357.0,2.56,0.0133596506424699,0,0.0901803607214428,0.7154308617234469,-0.7042625830219875,-0.7099395848628234
325,sim_325_conc_real_2025-11-24.npy,7.19,-135.22,2,4,0.43,True,420.0,76.0,8.56,0.0042351703343301,0,0.8416833667334669,0.1523046092184369,-0.7098166570417261,-0.7043864801272868
326,sim_326_conc_real_2025-11-24.npy,4.15,-135.08,2,4,0.0,False,60.0,8.0,8.48,0.007525086128583,0,0.1202404809619238,0.0160320641282565,-0.7080933989149112,-0.7061187849173314
327,sim_327_conc_real_2025-11-24.npy,3.44,-135.16,5,1,0.0,False,261.0,354.0,4.09,0.0104156361360841,0,0.5230460921843687,0.7094188376753507,-0.7090786361789599,-0.7051294120334126
328,sim_328_conc_real_2025-11-24.npy,6.53,-135.08,2,4,0.45,True,69.0,195.0,7.26,0.0091887562425162,0,0.1382765531062124,0.3907815631262525,-0.7080933989149112,-0.7061187849173314
329,sim_329_conc_real_2025-11-24.npy,7.36,-135.09,2,4,0.0,False,116.0,316.0,9.08,0.0053316087712562,0,0.2324649298597194,0.6332665330661322,-0.7082166291064759,-0.705995188550928
330,sim_330_conc_real_2025-11-24.npy,7.83,-135.1,2,4,0.52,True,120.0,449.0,3.17,0.0050315797775762,0,0.2404809619238476,0.8997995991983968,-0.7083398377245287,-0.7058715706786811
331,sim_331_conc_real_2025-11-24.npy,4.0,-134.99,3,3,0.05,True,185.0,74.0,7.05,0.0073493716959219,0,0.3707414829659318,0.1482965931863727,-0.706983357002373,-0.7072301838310177
332,sim_332_conc_real_2025-11-24.npy,5.51,-135.0,2,4,0.0,False,116.0,375.0,6.72,0.0063715474998278,0,0.2324649298597194,0.751503006012024,-0.7071067811865475,-0.7071067811865476
333,sim_333_conc_real_2025-11-24.npy,2.24,-135.17,5,1,0.0,True,356.0,133.0,6.58,0.0069858974913113,0,0.7134268537074149,0.2665330661322645,-0.7092016936773763,-0.705005643725737
334,sim_334_conc_real_2025-11-24.npy,5.85,-134.69,2,4,0.0,False,370.0,133.0,5.25,0.0066751581131409,0,0.7414829659318637,0.2665330661322645,-0.7032706341864143,-0.7109222285813256
335,sim_335_conc_real_2025-11-24.npy,7.91,-134.97,2,4,0.83,True,306.0,111.0,9.31,0.0105158278446698,0,0.6132264529058116,0.2224448897795591,-0.706736444029951,-0.7074769244858096
336,sim_336_conc_real_2025-11-24.npy,5.3,-134.81,2,4,0.0,False,476.0,311.0,1.96,0.0053009040513629,0,0.9539078156312624,0.6232464929859719,-0.7047580426870569,-0.7094477438599043
337,sim_337_conc_real_2025-11-24.npy,7.17,-135.12,2,4,0.65,True,478.0,397.0,6.92,0.0103807856133368,0,0.9579158316633266,0.7955911823647295,-0.7085861902250863,-0.7056242704317205
338,sim_338_conc_real_2025-11-24.npy,1.63,-134.67,4,6,0.0,False,112.0,75.0,3.28,0.0025272335369912,0,0.2244488977955911,0.1503006012024048,-0.70302243267347,-0.7111676730264646
339,sim_339_conc_real_2025-11-24.npy,7.42,-135.29,2,4,0.51,True,40.0,463.0,2.81,0.0086181191898249,0,0.0801603206412825,0.9278557114228456,-0.7106766975124694,-0.7035187500079654
340,sim_340_conc_real_2025-11-24.npy,6.35,-134.72,2,4,0.0,False,426.0,323.0,2.23,0.0082361379660461,0,0.8537074148296593,0.6472945891783567,-0.7036427757750201,-0.7105538995034963
341,sim_341_conc_real_2025-11-24.npy,3.1,-134.93,0,5,0.0,False,45.0,311.0,6.65,0.0124238881384635,0,0.0901803607214428,0.6232464929859719,-0.7062423597741271,-0.7079701471535876
342,sim_342_conc_real_2025-11-24.npy,4.09,-134.95,2,4,0.0,False,453.0,11.0,4.35,0.0026013028891875,0,0.9078156312625252,0.0220440881763527,-0.7064894449438369,-0.7077235789366842
343,sim_343_conc_real_2025-11-24.npy,4.57,-135.13,5,1,0.56,True,81.0,112.0,7.11,0.0030978226929138,0,0.1623246492985972,0.2244488977955911,-0.7087093341000861,-0.7055005880645406
344,sim_344_conc_real_2025-11-24.npy,5.21,-135.24,2,4,0.82,True,172.0,472.0,2.83,0.0024293680253584,0,0.344689378757515,0.9458917835671342,-0.7100624910579247,-0.7041386644636229
345,sim_345_conc_real_2025-11-24.npy,5.93,-134.94,3,3,0.0,False,359.0,472.0,1.82,0.0053041528384264,0,0.7194388777555111,0.9458917835671342,-0.70636591311755,-0.7078468738262603
346,sim_346_conc_real_2025-11-24.npy,7.13,-134.68,2,4,0.0,False,262.0,234.0,4.55,0.0103657621084102,0,0.5250501002004008,0.468937875751503,-0.7031465441394767,-0.7110449616337288
347,sim_347_conc_real_2025-11-24.npy,6.96,-135.33,2,4,0.78,True,480.0,300.0,9.96,0.0127141470799669,0,0.9619238476953909,0.6012024048096193,-0.7111676730264643,-0.7030224326734701
348,sim_348_conc_real_2025-11-24.npy,1.39,-135.38,0,5,0.03,True,81.0,200.0,5.88,0.0129766703881181,0,0.1623246492985972,0.4008016032064128,-0.711780904964313,-0.7024015541897553
349,sim_349_conc_real_2025-11-24.npy,4.71,-134.92,2,4,0.0,False,494.0,388.0,5.5,0.0019325070553569,0,0.9899799599198396,0.7775551102204409,-0.7061187849173313,-0.7080933989149113
350,sim_350_conc_real_2025-11-24.npy,1.64,-135.03,4,6,0.3,True,386.0,474.0,3.78,0.007119824750406,0,0.7735470941883767,0.9498997995991983,-0.7074769244858095,-0.7067364440299511
351,sim_351_conc_real_2025-11-24.npy,6.94,-135.15,2,4,0.01,True,443.0,296.0,1.19,0.0039701504070584,0,0.8877755511022044,0.593186372745491,-0.7089555570807735,-0.7052531588616175
352,sim_352_conc_real_2025-11-24.npy,6.81,-134.62,2,4,0.23,True,385.0,214.0,9.9,0.0084600049885136,0,0.7715430861723447,0.4288577154308617,-0.7024015541897551,-0.7117809049643131
353,sim_353_conc_real_2025-11-24.npy,4.41,-135.14,3,3,0.05,True,335.0,396.0,3.35,0.0122038765860963,0,0.6713426853707415,0.7935871743486974,-0.7088324563865653,-0.7053768842065835
354,sim_354_conc_real_2025-11-24.npy,7.81,-135.05,2,4,0.7,True,435.0,387.0,7.37,0.0023863145423727,0,0.8717434869739479,0.7755511022044088,-0.7077235789366845,-0.7064894449438368
355,sim_355_conc_real_2025-11-24.npy,7.31,-134.92,2,4,0.0,False,117.0,52.0,1.85,0.008460253365343,0,0.2344689378757515,0.1042084168336673,-0.7061187849173313,-0.7080933989149113
356,sim_356_conc_real_2025-11-24.npy,5.87,-134.91,2,4,0.0,False,477.0,362.0,5.9,0.0094728753301987,0,0.9559118236472944,0.7254509018036072,-0.7059951885509279,-0.708216629106476
357,sim_357_conc_real_2025-11-24.npy,1.05,-135.03,0,5,0.0,False,362.0,226.0,3.5,0.0138069466882126,0,0.7254509018036072,0.4529058116232465,-0.7074769244858095,-0.7067364440299511
358,sim_358_conc_real_2025-11-24.npy,1.3,-135.39,0,5,0.57,True,264.0,347.0,9.87,0.0132010206064919,0,0.5290581162324649,0.6953907815631263,-0.7119034863205649,-0.702277314288754
359,sim_359_conc_real_2025-11-24.npy,7.35,-134.84,2,4,0.97,True,131.0,333.0,9.91,0.0118810792744949,0,0.2625250501002004,0.6673346693386774,-0.7051294120334124,-0.70907863617896
360,sim_360_conc_real_2025-11-24.npy,4.61,-135.08,2,4,0.0,False,414.0,157.0,2.07,0.0071497488297134,0,0.8296593186372746,0.314629258517034,-0.7080933989149112,-0.7061187849173314
361,sim_361_conc_real_2025-11-24.npy,7.05,-135.48,2,4,0.0,False,1.0,426.0,7.17,0.0113119303462574,0,0.002004008016032,0.8537074148296593,-0.7130057422170529,-0.7011581929675424
362,sim_362_conc_real_2025-11-24.npy,7.22,-134.9,2,4,0.0,False,426.0,62.0,6.2,0.0129136741412266,0,0.8537074148296593,0.1242484969939879,-0.705871570678681,-0.7083398377245288
363,sim_363_conc_real_2025-11-24.npy,5.99,-135.19,2,4,0.0,False,112.0,35.0,6.47,0.0099379844011541,0,0.2244488977955911,0.0701402805611222,-0.7094477438599042,-0.704758042687057
364,sim_364_conc_real_2025-11-24.npy,3.7,-134.98,1,2,0.01,True,310.0,2.0,2.51,0.0061082965321189,0,0.6212424849699398,0.0040080160320641,-0.7068599112822541,-0.7073535649320245
365,sim_365_conc_real_2025-11-24.npy,2.83,-135.06,5,1,0.8,True,469.0,448.0,7.41,0.0027328199593013,0,0.939879759519038,0.8977955911823647,-0.7078468738262602,-0.7063659131175501
366,sim_366_conc_real_2025-11-24.npy,5.26,-135.1,2,4,0.26,True,297.0,256.0,6.69,0.0027313297092465,0,0.5951903807615231,0.5130260521042084,-0.7083398377245287,-0.7058715706786811
367,sim_367_conc_real_2025-11-24.npy,4.1,-135.04,1,2,0.0,False,9.0,152.0,8.55,0.003506756962913,0,0.0180360721442885,0.3046092184368738,-0.7076002624886151,-0.7066129552492249
368,sim_368_conc_real_2025-11-24.npy,3.3,-134.89,0,5,0.87,True,58.0,468.0,3.53,0.0044467154238765,0,0.1162324649298597,0.937875751503006,-0.7057479313043562,-0.7084630247653166
369,sim_369_conc_real_2025-11-24.npy,5.88,-134.97,5,1,0.0,False,334.0,439.0,5.26,0.0112774036638733,0,0.6693386773547094,0.8797595190380761,-0.706736444029951,-0.7074769244858096
370,sim_370_conc_real_2025-11-24.npy,2.71,-135.25,1,2,0.0,False,7.0,2.0,3.44,0.0057582343471706,0,0.0140280561122244,0.0040080160320641,-0.7101853756232854,-0.7040147244559682
371,sim_371_conc_real_2025-11-24.npy,6.34,-134.95,2,4,0.51,True,66.0,343.0,2.45,0.0057589466127233,0,0.1322645290581162,0.687374749498998,-0.7064894449438369,-0.7077235789366842
372,sim_372_conc_real_2025-11-24.npy,4.63,-134.71,5,1,0.32,True,434.0,327.0,2.17,0.0124416827499204,0,0.8697394789579158,0.655310621242485,-0.7035187500079655,-0.7106766975124692
373,sim_373_conc_real_2025-11-24.npy,2.62,-134.77,1,2,0.0,False,143.0,483.0,7.16,0.0086827722483684,0,0.2865731462925852,0.9679358717434868,-0.7042625830219875,-0.7099395848628234
374,sim_374_conc_real_2025-11-24.npy,2.98,-134.94,1,2,0.05,True,307.0,176.0,6.55,0.0031540012559504,0,0.6152304609218436,0.3527054108216433,-0.70636591311755,-0.7078468738262603
375,sim_375_conc_real_2025-11-24.npy,1.77,-134.88,4,6,0.0,False,477.0,425.0,8.31,0.0098553203246222,0,0.9559118236472944,0.8517034068136272,-0.7056242704317207,-0.7085861902250861
376,sim_376_conc_real_2025-11-24.npy,1.91,-134.74,4,6,0.0,False,396.0,26.0,6.8,0.0087703877830342,0,0.7935871743486974,0.0521042084168336,-0.703890763002799,-0.7103082385551623
377,sim_377_conc_real_2025-11-24.npy,4.85,-135.03,2,4,0.6,True,476.0,7.0,4.66,0.0021029522426545,0,0.9539078156312624,0.0140280561122244,-0.7074769244858095,-0.7067364440299511
378,sim_378_conc_real_2025-11-24.npy,3.99,-134.75,3,3,0.0,False,206.0,22.0,9.8,0.0035373300811934,0,0.4128256513026052,0.0440881763527054,-0.7040147244559685,-0.7101853756232853
379,sim_379_conc_real_2025-11-24.npy,4.39,-135.37,2,4,0.0,False,317.0,395.0,6.79,0.0111299023224284,0,0.6352705410821643,0.7915831663326653,-0.7116583019259749,-0.7025257726943817
380,sim_380_conc_real_2025-11-24.npy,5.03,-134.58,2,4,0.89,True,417.0,245.0,2.92,0.0133795823392197,0,0.8356713426853707,0.4909819639278557,-0.7019044662453502,-0.7122711002594657
381,sim_381_conc_real_2025-11-24.npy,7.86,-134.91,2,4,0.0,False,132.0,22.0,1.25,0.0078877728327987,0,0.2645290581162324,0.0440881763527054,-0.7059951885509279,-0.708216629106476
382,sim_382_conc_real_2025-11-24.npy,7.46,-135.24,2,4,0.44,True,284.0,382.0,5.76,0.0089576065081211,0,0.5691382765531062,0.7655310621242485,-0.7100624910579247,-0.7041386644636229
383,sim_383_conc_real_2025-11-24.npy,4.85,-134.69,1,2,0.0,False,432.0,331.0,5.99,0.0021952112972078,0,0.8657314629258517,0.6633266533066132,-0.7032706341864143,-0.7109222285813256
384,sim_384_conc_real_2025-11-24.npy,5.72,-135.12,2,4,0.0,False,94.0,7.0,3.57,0.0115002513831976,0,0.188376753507014,0.0140280561122244,-0.7085861902250863,-0.7056242704317205
385,sim_385_conc_real_2025-11-24.npy,6.25,-135.16,2,4,0.0,False,36.0,399.0,2.4,0.0097683905758643,0,0.0721442885771543,0.7995991983967936,-0.7090786361789599,-0.7051294120334126
386,sim_386_conc_real_2025-11-24.npy,3.47,-134.94,5,1,0.0,False,16.0,129.0,4.9,0.0078457166587924,0,0.032064128256513,0.2585170340681362,-0.70636591311755,-0.7078468738262603
387,sim_387_conc_real_2025-11-24.npy,6.56,-134.74,2,4,0.0,False,432.0,0.0,9.9,0.0133558255237122,0,0.8657314629258517,0.0,-0.703890763002799,-0.7103082385551623
388,sim_388_conc_real_2025-11-24.npy,5.77,-135.05,2,4,0.53,True,401.0,339.0,5.41,0.0018562804865223,0,0.8036072144288577,0.6793587174348698,-0.7077235789366845,-0.7064894449438368
389,sim_389_conc_real_2025-11-24.npy,4.74,-135.03,2,4,0.89,True,427.0,320.0,9.65,0.0104799365148026,0,0.8557114228456913,0.6412825651302605,-0.7074769244858095,-0.7067364440299511
390,sim_390_conc_real_2025-11-24.npy,5.56,-134.94,2,4,0.0,False,38.0,455.0,8.15,0.0034503437825691,0,0.0761523046092184,0.9118236472945892,-0.70636591311755,-0.7078468738262603
391,sim_391_conc_real_2025-11-24.npy,1.56,-135.06,0,5,0.0,False,409.0,59.0,1.11,0.0103232463150577,0,0.8196392785571143,0.1182364729458917,-0.7078468738262602,-0.7063659131175501
392,sim_392_conc_real_2025-11-24.npy,2.04,-135.11,4,6,0.06,True,151.0,259.0,4.36,0.0064082131795725,0,0.3026052104208417,0.5190380761523046,-0.7084630247653165,-0.7057479313043563
393,sim_393_conc_real_2025-11-24.npy,4.85,-134.99,3,3,0.79,True,483.0,15.0,2.39,0.0112857681729732,0,0.9679358717434868,0.0300601202404809,-0.706983357002373,-0.7072301838310177
394,sim_394_conc_real_2025-11-24.npy,7.32,-135.49,2,4,0.0,False,411.0,183.0,4.49,0.0069790774496923,0,0.8236472945891784,0.3667334669338677,-0.7131281065471796,-0.7010337393110508
395,sim_395_conc_real_2025-11-24.npy,6.88,-134.89,2,4,0.0,False,19.0,85.0,1.66,0.0060257511040144,0,0.0380761523046092,0.1703406813627254,-0.7057479313043562,-0.7084630247653166
396,sim_396_conc_real_2025-11-24.npy,2.12,-135.01,1,2,0.61,True,75.0,134.0,3.91,0.005869738165653,0,0.1503006012024048,0.2685370741482966,-0.7072301838310175,-0.7069833570023731
397,sim_397_conc_real_2025-11-24.npy,5.52,-135.09,2,4,0.5,True,392.0,496.0,8.04,0.0136460276653851,0,0.7855711422845691,0.9939879759519038,-0.7082166291064759,-0.705995188550928
398,sim_398_conc_real_2025-11-24.npy,6.21,-134.97,2,4,0.83,True,445.0,493.0,2.75,0.0015837819445118,0,0.8917835671342685,0.9879759519038076,-0.706736444029951,-0.7074769244858096
399,sim_399_conc_real_2025-11-24.npy,5.4,-134.72,2,4,0.0,False,248.0,234.0,8.18,0.0089026515026342,0,0.4969939879759519,0.468937875751503,-0.7036427757750201,-0.7105538995034963
400,sim_400_conc_real_2025-11-24.npy,0.58,-134.23,4,6,0.0,False,100.0,39.0,7.45,0.0061067406989497,0,0.2004008016032064,0.0781563126252505,-0.6975403807879084,-0.7165454746003632
401,sim_401_conc_real_2025-11-24.npy,4.99,-135.0,2,4,0.0,False,20.0,442.0,1.62,0.0092935868813217,0,0.0400801603206412,0.8857715430861723,-0.7071067811865475,-0.7071067811865476
402,sim_402_conc_real_2025-11-24.npy,2.23,-134.84,0,5,0.82,True,70.0,145.0,6.69,0.0079758792397646,0,0.1402805611222445,0.2905811623246493,-0.7051294120334124,-0.70907863617896
403,sim_403_conc_real_2025-11-24.npy,7.57,-135.07,2,4,0.0,False,375.0,233.0,7.72,0.0092879896652786,0,0.751503006012024,0.4669338677354709,-0.7079701471535875,-0.7062423597741272
404,sim_404_conc_real_2025-11-24.npy,6.42,-135.12,2,4,0.0,False,18.0,441.0,7.45,0.0120358376168855,0,0.0360721442885771,0.8837675350701403,-0.7085861902250863,-0.7056242704317205
405,sim_405_conc_real_2025-11-24.npy,4.66,-135.09,3,3,0.91,True,395.0,494.0,4.37,0.0107426685833859,0,0.7915831663326653,0.9899799599198396,-0.7082166291064759,-0.705995188550928
406,sim_406_conc_real_2025-11-24.npy,4.94,-134.97,3,3,0.0,False,473.0,214.0,2.77,0.0065902714565918,0,0.9478957915831664,0.4288577154308617,-0.706736444029951,-0.7074769244858096
407,sim_407_conc_real_2025-11-24.npy,5.97,-135.28,5,1,0.0,False,447.0,171.0,2.72,0.011559381442409,0,0.8957915831663327,0.342685370741483,-0.7105538995034962,-0.7036427757750202
408,sim_408_conc_real_2025-11-24.npy,3.26,-134.96,1,2,0.38,True,188.0,384.0,9.43,0.0023389034619833,0,0.376753507014028,0.7695390781563126,-0.7066129552492247,-0.7076002624886153
409,sim_409_conc_real_2025-11-24.npy,7.26,-134.77,2,4,0.57,True,203.0,345.0,6.06,0.0121903811609665,0,0.406813627254509,0.6913827655310621,-0.7042625830219875,-0.7099395848628234
